iter	Logloss
787	0.1277104108
788	0.1272813352
789	0.1270536822
790	0.1269843856
791	0.1268846664
792	0.126820741
793	0.1266626092
794	0.1265937197
795	0.1264844111
796	0.1262856968
797	0.1258868578
798	0.1257979164
799	0.1257524227
800	0.1257045942
801	0.1254823495
802	0.1253642669
803	0.1251020292
804	0.1249313867
805	0.1247924005
806	0.1245669968
807	0.1243691861
808	0.1242944661
809	0.1241398963
810	0.1240322649
811	0.1237959927
812	0.1237257532
813	0.1236735754
814	0.1235793286
815	0.1234981307
816	0.1233989088
817	0.1233098432
818	0.1231837169
819	0.123051711
820	0.1228877874
821	0.1227125593
822	0.1224884648
823	0.1223630916
824	0.1223370318
825	0.1223097258
826	0.1218905567
827	0.1216690999
828	0.1215221985
829	0.1214964001
830	0.1213906613
831	0.1212358293
832	0.1211426787
833	0.121085773
834	0.1210162672
835	0.1208729419
836	0.1208491713
837	0.1206908376
838	0.1204775737
839	0.1204040946
840	0.1203811426
841	0.120321288
842	0.1202499322
843	0.1201530523
844	0.1201007659
845	0.1200250783
846	0.1200021892
847	0.1199633488
848	0.119569086
849	0.1194340198
850	0.1192909907
851	0.1192226274
852	0.1188994143
853	0.1188578626
854	0.1185939857
855	0.1184378093
856	0.1183918279
857	0.1182898048
858	0.118221333
859	0.118012097
860	0.1179725069
861	0.1177651841
862	0.1176633216
863	0.1175828075
864	0.1174456007
865	0.1174023944
866	0.1172618639
867	0.1172345897
868	0.1171745715
869	0.1170954596
870	0.1170191191
871	0.1168695981
872	0.1167819929
873	0.1167095529
874	0.1166475327
875	0.1165341224
876	0.1164568455
877	0.1163059819
878	0.1160531676
879	0.1159349563
880	0.1158805751
881	0.1157503745
882	0.1155901655
883	0.1155187623
884	0.1153940883
885	0.1153703846
886	0.1150904012
887	0.1148835807
888	0.1146718576
889	0.114490083
890	0.1144438411
891	0.1143804726
892	0.1142813075
893	0.1142098377
894	0.1141092779
895	0.1139526366
896	0.1138044594
897	0.1136533558
898	0.1134460292
899	0.1134102114
900	0.1133790813
901	0.1132779441
902	0.1130437244
903	0.1129958387
904	0.1128792573
905	0.112818146
906	0.1127447652
907	0.1125060402
908	0.1124512528
909	0.1123422405
910	0.1122643734
911	0.1121870585
912	0.1120969233
913	0.1120585984
914	0.1118815842
915	0.1115788782
916	0.1114169259
917	0.1113762815
918	0.1112990327
919	0.1111583434
920	0.1111241862
921	0.1111009071
922	0.1108481016
923	0.1107072547
924	0.1105943058
925	0.1105471038
926	0.1104836264
927	0.1103035306
928	0.1101441548
929	0.1100234699
930	0.1099562618
931	0.1098402124
932	0.109737743
933	0.1096481561
934	0.1095505443
935	0.109517904
936	0.1094852971
937	0.1093664387
938	0.1092734255
939	0.1090639378
940	0.1090077304
941	0.1089857233
942	0.1088175114
943	0.1086613585
944	0.1085636245
945	0.1085533054
946	0.1084220279
947	0.1083755652
948	0.1083368434
949	0.1081331095
950	0.1080294095
951	0.1079345762
952	0.1077925415
953	0.1077351518
954	0.1075586542
955	0.1073257089
956	0.1072301087
957	0.1071757218
958	0.1070759166
959	0.1070180588
960	0.1069959264
961	0.1068905366
962	0.1068680301
963	0.10683064
964	0.1067622265
965	0.1066593403
966	0.1065359759
967	0.1063078718
968	0.1062100483
969	0.1060065893
970	0.1058558584
971	0.1056913132
972	0.1055457464
973	0.1055084129
974	0.105366034
975	0.105299722
976	0.1052533214
977	0.1051229012
978	0.1050721752
979	0.1050261232
980	0.1049817728
981	0.1049312769
982	0.1048092007
983	0.1047016183
984	0.1046634653
985	0.1045083161
986	0.1042757479
987	0.1040806665
988	0.1040084628
989	0.1039633323
990	0.1038979424
991	0.1038300437
992	0.1037261129
993	0.1037209083
994	0.1035107451
995	0.1034547239
996	0.1033811397
997	0.1032693291
998	0.1031907541
999	0.1031156858
